,District,Const,WParty,WVotes,Age,TurnOut%
49,Ilam,Ilam-2,Social Democratic Party,45,46,49.85912554965421
50,Ilam,Ilam-2,Independent,19,56,53.74467771711617
51,Ilam,Ilam-1,Nepali Congress,39624,52,54.89515921670284
52,Ilam,Ilam-1,Nepal Communist Party (UML),25349,61,51.0524824629903
53,Ilam,Ilam-1,Rastriya Swatantra Party,8564,40,54.32800392779554
54,Ilam,Ilam-1,Mongol National Organization,1577,39,54.54729317763541
55,Ilam,Ilam-1,Federal Democratic National Front,386,52,58.12793948090969
56,Ilam,Ilam-1,"Janata Samajwadi Party, Nepal",363,70,49.85912554965421
57,Ilam,Ilam-1,Hamro Nepali Party,331,47,53.74467771711617
58,Ilam,Ilam-1,"Democratic Socialist Party, Nepal",304,57,54.89515921670284
59,Ilam,Ilam-1,Nepal for Nepali Party,209,50,51.0524824629903
60,Ilam,Ilam-1,Independent,126,25,54.32800392779554
61,Ilam,Ilam-1,Independent,103,45,54.54729317763541
62,Ilam,Ilam-1,Rastriya Janamukti Party,48,39,58.12793948090969
63,Ilam,Ilam-1,Janasamajwadi Party Nepal,46,44,49.85912554965421
64,Jhapa,Jhapa-1,Nepal Janata Party,27,54,53.74467771711617
65,Jhapa,Jhapa-1,Independent,14,38,54.89515921670284
66,Jhapa,Jhapa-2,Nepal Communist Party (UML),28716,66,51.0524824629903
67,Jhapa,Jhapa-2,Independent,26455,46,54.32800392779554
68,Jhapa,Jhapa-2,Nepal Communist Party (Maoist Center) (Unified Symbol),13930,63,54.54729317763541
69,Jhapa,Jhapa-2,Rastriya Swatantra Party,8781,54,58.12793948090969
70,Jhapa,Jhapa-2,Federal Democratic National Front,762,37,49.85912554965421
71,Jhapa,Jhapa-2,Mongol National Organization,684,52,53.74467771711617
72,Jhapa,Jhapa-2,Nepali Congress (BP),446,52,54.89515921670284
73,Jhapa,Jhapa-2,"Democratic Socialist Party, Nepal",428,61,51.0524824629903
74,Jhapa,Jhapa-2,Rastriya Janamukti Party,288,55,54.32800392779554
75,Jhapa,Jhapa-2,Independent,283,47,54.54729317763541
76,Jhapa,Jhapa-2,Nepal Bibeksheel Party,252,39,58.12793948090969
77,Jhapa,Jhapa-2,Independent,244,50,52.25120172199904
78,Jhapa,Jhapa-2,"Janata Samajwadi Party, Nepal",133,63,67.51746014764574
79,Jhapa,Jhapa-2,Nepal for Nepali Party,106,36,67.299318861986
80,Jhapa,Jhapa-2,Janasamajwadi Party Nepal,99,31,55.18181523606367
81,Jhapa,Jhapa-2,Independent,80,47,60.30486320819917
82,Jhapa,Jhapa-2,Independent,20,60,48.99324242292868
83,Jhapa,Jhapa-2,Nepal Workers and Peasants Party,14,50,55.295874498013326
84,Jhapa,Jhapa-3,Rastriya Prajatantra Party,40662,57,69.43954024296461
85,Jhapa,Jhapa-3,Nepali Congress,37386,72,52.25120172199904
86,Jhapa,Jhapa-3,Rastriya Swatantra Party,3461,34,67.51746014764574
87,Jhapa,Jhapa-3,Independent,735,39,67.299318861986
88,Jhapa,Jhapa-3,Mongol National Organization,650,36,55.18181523606367
89,Jhapa,Jhapa-3,"Janata Samajwadi Party, Nepal",464,70,60.30486320819917
90,Jhapa,Jhapa-3,Hamro Nepali Party,374,41,48.99324242292868
91,Jhapa,Jhapa-3,Independent,294,37,55.295874498013326
92,Jhapa,Jhapa-3,Janamat Party,194,34,69.43954024296461
93,Jhapa,Jhapa-3,Federal Democratic National Front,113,44,52.25120172199904
94,Jhapa,Jhapa-3,Sachet Nepali Party (Unified Symbol),107,43,67.51746014764574
95,Jhapa,Jhapa-3,Independent,82,47,67.299318861986
96,Jhapa,Jhapa-3,"Democratic Socialist Party, Nepal",70,60,55.18181523606367
97,Jhapa,Jhapa-3,Rastriya Janamukti Party,61,34,60.30486320819917
98,Jhapa,Jhapa-3,Nepali Congress (BP),59,42,48.99324242292868
99,Jhapa,Jhapa-3,Nepal Workers and Peasants Party,35,55,55.295874498013326
100,Jhapa,Jhapa-3,Maulik Jarokilo Party,35,61,69.43954024296461
101,Jhapa,Jhapa-3,Rastriya Prajatantra Party Nepal,26,68,52.25120172199904
102,Jhapa,Jhapa-4,Nepal Communist Party (UML),29315,55,67.51746014764574
103,Jhapa,Jhapa-4,Nepali Congress,22448,57,67.299318861986
104,Jhapa,Jhapa-4,Rastriya Swatantra Party,14069,46,55.18181523606367
105,Jhapa,Jhapa-4,Independent,5010,32,60.30486320819917
106,Jhapa,Jhapa-4,Hamro Nepali Party,917,61,48.99324242292868
107,Jhapa,Jhapa-4,Independent,810,67,55.295874498013326
108,Jhapa,Jhapa-4,Federal Democratic National Front,706,64,69.43954024296461
109,Jhapa,Jhapa-4,Mongol National Organization,445,37,52.25120172199904
110,Jhapa,Jhapa-4,Janamat Party,416,45,67.51746014764574
111,Jhapa,Jhapa-4,"Janata Samajwadi Party, Nepal",183,63,67.299318861986
112,Jhapa,Jhapa-4,Rastriya Janamukti Party,182,28,55.18181523606367
113,Jhapa,Jhapa-4,"Democratic Socialist Party, Nepal",111,53,60.30486320819917
114,Jhapa,Jhapa-4,Independent,90,56,48.99324242292868
115,Jhapa,Jhapa-4,Independent,67,49,55.295874498013326
116,Jhapa,Jhapa-4,Nepali Congress (BP),26,58,69.43954024296461
117,Jhapa,Jhapa-4,Independent,18,26,52.25120172199904
118,Jhapa,Jhapa-4,Nepal Workers and Peasants Party,13,46,67.51746014764574
119,Jhapa,Jhapa-4,Independent,10,43,67.299318861986
120,Jhapa,Jhapa-5,Nepal Communist Party (UML),52319,70,55.18181523606367
121,Jhapa,Jhapa-5,Nepali Congress,23743,48,60.30486320819917
122,Jhapa,Jhapa-5,Rastriya Swatantra Party,11759,49,48.99324242292868
123,Jhapa,Jhapa-5,Janamat Party,1485,49,55.295874498013326
124,Jhapa,Jhapa-5,Federal Democratic National Front,1281,63,69.43954024296461
125,Jhapa,Jhapa-5,Mongol National Organization,744,39,52.25120172199904
126,Jhapa,Jhapa-5,"Janata Samajwadi Party, Nepal",629,46,67.51746014764574
127,Jhapa,Jhapa-5,Independent,356,44,67.299318861986
128,Jhapa,Jhapa-5,Nepal Workers and Peasants Party,250,46,55.18181523606367
129,Jhapa,Jhapa-5,Independent,224,45,60.30486320819917
130,Jhapa,Jhapa-5,Rastriya Janamukti Party,214,45,48.99324242292868
131,Jhapa,Jhapa-5,Independent,165,37,55.295874498013326
132,Jhapa,Jhapa-5,"Democratic Socialist Party, Nepal",105,43,69.43954024296461
133,Jhapa,Jhapa-5,Nationalist People's Party,88,42,52.25120172199904
134,Jhapa,Jhapa-5,Independent,81,51,67.51746014764574
135,Jhapa,Jhapa-5,Independent,70,55,67.299318861986
136,Jhapa,Jhapa-5,Independent,63,53,55.18181523606367
137,Jhapa,Jhapa-5,Independent,57,52,60.30486320819917
138,Jhapa,Jhapa-5,Nepali Congress (BP),51,45,48.99324242292868
139,Jhapa,Jhapa-5,Independent,50,51,55.295874498013326
140,Jhapa,Jhapa-5,Sachet Nepali Party (Unified Symbol),49,40,69.43954024296461
141,Jhapa,Jhapa-5,Independent,41,41,52.25120172199904
142,Jhapa,Jhapa-5,Independent,20,25,67.51746014764574
143,Jhapa,Jhapa-5,Independent,13,47,67.299318861986
144,Jhapa,Jhapa-5,Independent,13,52,55.18181523606367
145,Jhapa,Jhapa-1,Nepali Congress,32161,51,60.30486320819917
146,Jhapa,Jhapa-1,Nepal Communist Party (UML),26721,59,48.99324242292868
147,Jhapa,Jhapa-1,Rastriya Swatantra Party,1136,55,55.295874498013326
148,Sankhuwasabha,Sankhuwasabha-1,"Janata Samajwadi Party, Nepal",811,45,69.43954024296461
149,Sankhuwasabha,Sankhuwasabha-1,Independent,532,33,52.25120172199904
150,Sankhuwasabha,Sankhuwasabha-1,Mongol National Organization,422,55,67.51746014764574
151,Sankhuwasabha,Sankhuwasabha-1,Rastriya Prajatantra Party,308,51,67.299318861986
152,Sankhuwasabha,Sankhuwasabha-1,Rastriya Prajatantra Party Nepal,152,79,55.18181523606367
153,Sankhuwasabha,Sankhuwasabha-1,Federal Democratic National Front,139,35,60.30486320819917
154,Sankhuwasabha,Sankhuwasabha-1,Independent,131,30,48.99324242292868
155,Sankhuwasabha,Sankhuwasabha-1,Rastriya Janamukti Party,46,65,55.295874498013326
156,Sankhuwasabha,Sankhuwasabha-1,Nationalist People's Party,26,60,69.43954024296461
157,Sankhuwasabha,Sankhuwasabha-1,Nepali Congress,19707,46,52.25120172199904
158,Sankhuwasabha,Sankhuwasabha-1,Nepal Communist Party (UML),18631,64,67.51746014764574
159,Sankhuwasabha,Sankhuwasabha-1,Federal Democratic National Front,725,31,67.299318861986
160,Sankhuwasabha,Sankhuwasabha-1,Rastriya Prajatantra Party,415,87,55.18181523606367
161,Sankhuwasabha,Sankhuwasabha-1,"Janata Samajwadi Party, Nepal",118,55,60.30486320819917
162,Sankhuwasabha,Sankhuwasabha-1,Rastriya Prajatantra Party Nepal,83,69,48.99324242292868
163,Sankhuwasabha,Sankhuwasabha-1,Mongol National Organization,82,36,55.295874498013326
164,Tehrathum,Tehrathum-1,Independent,57,38,69.43954024296461
165,Tehrathum,Tehrathum-1,Rastriya Janamukti Party,54,66,52.25120172199904
166,Tehrathum,Tehrathum-1,Nepal Communist Party Marxist (Pushpalal),29,60,67.51746014764574
167,Tehrathum,Tehrathum-1,Nepal Communist Party (Maoist Center) (Unified Symbol),28591,43,67.299318861986
168,Tehrathum,Tehrathum-1,Nepal Communist Party (UML),26202,51,55.18181523606367
169,Tehrathum,Tehrathum-1,Nepal for Nepali Party,1087,45,60.30486320819917
170,Tehrathum,Tehrathum-1,"Janata Samajwadi Party, Nepal",943,35,48.99324242292868
171,Tehrathum,Tehrathum-1,Rastriya Swatantra Party,500,40,55.295874498013326
172,Tehrathum,Tehrathum-1,Mongol National Organization,386,44,69.43954024296461
173,Tehrathum,Tehrathum-1,Rastriya Prajatantra Party,297,49,52.25120172199904
174,Tehrathum,Tehrathum-1,Hamro Nepali Party,252,48,67.51746014764574
175,Tehrathum,Tehrathum-1,Khambuwan Rastriya Morcha Nepal,162,47,67.299318861986
176,Tehrathum,Tehrathum-1,Independent,124,57,55.18181523606367
177,Tehrathum,Tehrathum-1,Independent,105,43,60.30486320819917
178,Tehrathum,Tehrathum-1,Independent,36,56,48.99324242292868
179,Tehrathum,Tehrathum-1,Nepal Communist Party (UML),30101,56,55.295874498013326
180,Tehrathum,Tehrathum-1,Nepali Congress,28704,63,69.43954024296461
181,Bhojpur,Bhojpur-1,Independent,5926,46,52.25120172199904
182,Bhojpur,Bhojpur-1,Rastriya Prajatantra Party,1059,70,67.51746014764574
183,Bhojpur,Bhojpur-1,Federal Democratic National Front,625,35,67.299318861986
184,Bhojpur,Bhojpur-1,Mongol National Organization,217,45,55.18181523606367
185,Bhojpur,Bhojpur-1,Unified Shakti Nepal,95,29,60.30486320819917
186,Bhojpur,Bhojpur-1,Nepali Congress,27297,59,48.99324242292868
187,Bhojpur,Bhojpur-1,Nepal Communist Party (UML),26867,60,55.295874498013326
188,Bhojpur,Bhojpur-1,Rastriya Swatantra Party,8063,36,69.43954024296461
189,Bhojpur,Bhojpur-1,Rastriya Prajatantra Party,4667,44,52.25120172199904
190,Bhojpur,Bhojpur-1,Mongol National Organization,2218,38,67.51746014764574
191,Bhojpur,Bhojpur-1,Federal Democratic National Front,711,65,67.299318861986
192,Bhojpur,Bhojpur-1,Hamro Nepali Party,474,41,55.18181523606367
193,Bhojpur,Bhojpur-1,Independent,196,57,60.30486320819917
194,Dhankuta,Dhankuta-1,Rastriya Janamukti Party,62,39,48.99324242292868
195,Dhankuta,Dhankuta-1,Nepal Workers and Peasants Party,46,45,55.295874498013326
196,Dhankuta,Dhankuta-1,Independent,27,33,69.43954024296461
197,Dhankuta,Dhankuta-1,Independent,21,40,57.95063834423992
198,Dhankuta,Dhankuta-1,Independent,21,35,65.09070754619093
199,Dhankuta,Dhankuta-1,Independent,6,29,57.59654432454977
200,Dhankuta,Dhankuta-2,Nepal Communist Party (UML),33148,54,66.9244421884774
201,Dhankuta,Dhankuta-2,Nepali Congress,31940,68,55.914950440575886
202,Dhankuta,Dhankuta-2,Rastriya Swatantra Party,4987,34,66.36314779701499
203,Dhankuta,Dhankuta-2,Rastriya Prajatantra Party,2745,55,64.20545915692871
204,Dhankuta,Dhankuta-2,Hamro Nepali Party,1457,48,58.280784983724296
205,Dhankuta,Dhankuta-2,Mongol National Organization,424,43,59.70561126156164
206,Dhankuta,Dhankuta-2,"Democratic Socialist Party, Nepal",334,55,61.0979247733185
207,Morang,Morang-2,Federal Democratic National Front,219,44,56.1077733997371
208,Morang,Morang-2,Independent,207,41,63.375373191043465
209,Morang,Morang-2,Independent,118,52,61.11271114751696
210,Morang,Morang-2,Nepal Workers and Peasants Party,38,33,67.18623469311979
211,Morang,Morang-2,Nationalist People's Party,27,57,57.95063834423992
212,Morang,Morang-2,Independent,22,25,65.09070754619093
213,Morang,Morang-3,Nepali Congress,48631,44,57.59654432454977
214,Morang,Morang-3,Nepal Communist Party (UML),25895,60,66.9244421884774
215,Morang,Morang-3,Rastriya Prajatantra Party,10998,41,55.914950440575886
216,Morang,Morang-3,Rastriya Swatantra Party,3172,40,66.36314779701499
217,Morang,Morang-3,Mongol National Organization,1520,40,64.20545915692871
218,Morang,Morang-3,Federal Democratic National Front,453,40,58.280784983724296
219,Morang,Morang-3,Independent,388,50,59.70561126156164
220,Morang,Morang-3,Hamro Nepali Party,326,56,61.0979247733185
221,Morang,Morang-3,Nepal Communist Party (Marxist-Leninist),234,40,56.1077733997371
222,Morang,Morang-3,Independent,110,75,63.375373191043465
223,Morang,Morang-3,Independent,74,40,61.11271114751696
224,Morang,Morang-3,Independent,63,59,67.18623469311979
225,Morang,Morang-3,Independent,61,40,57.95063834423992
226,Morang,Morang-3,Nepal Workers and Peasants Party,46,38,65.09070754619093
227,Morang,Morang-3,Janasamajwadi Party Nepal,38,29,57.59654432454977
228,Morang,Morang-3,Independent,37,43,66.9244421884774
229,Morang,Morang-3,Independent,31,51,55.914950440575886
230,Morang,Morang-3,Independent,25,56,66.36314779701499
231,Morang,Morang-3,Nationalist People's Party,21,54,64.20545915692871
232,Morang,Morang-3,"Democratic Socialist Party, Nepal",18,33,58.280784983724296
233,Morang,Morang-3,Independent,10,30,59.70561126156164
234,Morang,Morang-3,Independent,10,42,61.0979247733185
235,Morang,Morang-3,Independent,8,26,56.1077733997371
236,Morang,Morang-3,Independent,8,58,63.375373191043465
237,Morang,Morang-3,Independent,7,38,61.11271114751696
238,Morang,Morang-3,Independent,6,34,67.18623469311979
239,Morang,Morang-3,Independent,4,34,57.95063834423992
240,Morang,Morang-3,Independent,4,45,65.09070754619093
241,Morang,Morang-3,Independent,2,32,57.59654432454977
242,Morang,Morang-3,Independent,1,33,66.9244421884774
243,Morang,Morang-3,Independent,1,39,55.914950440575886
244,Morang,Morang-4,Nepal Communist Party (Maoist Center) (Unified Symbol),30612,37,66.36314779701499
245,Morang,Morang-4,Nepal Communist Party (UML),24463,54,64.20545915692871
246,Morang,Morang-4,Rastriya Prajatantra Party,7468,50,58.280784983724296
247,Morang,Morang-4,Rastriya Swatantra Party,5333,48,59.70561126156164
248,Morang,Morang-4,Hamro Nepali Party,885,45,61.0979247733185
249,Morang,Morang-4,Independent,278,56,56.1077733997371
250,Morang,Morang-4,Independent,265,32,63.375373191043465
251,Morang,Morang-4,Independent,228,47,61.11271114751696
252,Morang,Morang-4,"Democratic Socialist Party, Nepal",198,49,67.18623469311979
253,Morang,Morang-4,Independent,181,27,57.95063834423992
254,Morang,Morang-4,Mongol National Organization,135,31,65.09070754619093
255,Morang,Morang-4,Nepali Congress (BP),69,50,57.59654432454977
256,Morang,Morang-4,Nepal Workers and Peasants Party,63,36,66.9244421884774
257,Morang,Morang-4,Federal Democratic National Front,51,59,55.914950440575886
258,Morang,Morang-4,Independent,27,26,66.36314779701499
259,Morang,Morang-4,Independent,27,53,64.20545915692871
260,Morang,Morang-5,Independent,21820,51,58.280784983724296
261,Morang,Morang-5,Nepal Communist Party (Maoist Center) (Unified Symbol),17486,47,59.70561126156164
262,Morang,Morang-5,"Janata Samajwadi Party, Nepal",17390,50,61.0979247733185
263,Morang,Morang-5,Rastriya Prajatantra Party,2479,76,56.1077733997371
264,Morang,Morang-5,Janamat Party,2395,42,63.375373191043465
265,Morang,Morang-5,Rastriya Swatantra Party,2282,37,61.11271114751696
266,Morang,Morang-5,Independent,1900,47,67.18623469311979
267,Morang,Morang-5,Hamro Nepali Party,794,39,57.95063834423992
268,Morang,Morang-5,Independent,314,33,65.09070754619093
269,Morang,Morang-5,Independent,112,69,57.59654432454977
270,Morang,Morang-5,Federal Democratic National Front,103,39,66.9244421884774
271,Morang,Morang-5,Independent,96,58,55.914950440575886
272,Morang,Morang-5,Nepal Democratic Party,88,41,66.36314779701499
273,Morang,Morang-5,Independent,46,69,64.20545915692871
274,Morang,Morang-5,Independent,45,44,58.280784983724296
275,Morang,Morang-5,Independent,30,37,59.70561126156164
276,Morang,Morang-6,Nepali Congress,35224,72,61.0979247733185
277,Morang,Morang-6,Nepal Communist Party (UML),22946,63,56.1077733997371
278,Morang,Morang-6,Rastriya Swatantra Party,9140,42,63.375373191043465
279,Morang,Morang-6,Rastriya Prajatantra Party,8925,64,61.11271114751696
280,Morang,Morang-6,Janamat Party,1844,42,67.18623469311979
281,Morang,Morang-6,Independent,900,31,57.95063834423992
282,Morang,Morang-6,Nagarik Unmukti Party,508,46,65.09070754619093
283,Morang,Morang-6,Hamro Nepali Party,434,67,57.59654432454977
284,Morang,Morang-6,Independent,192,45,66.9244421884774
285,Morang,Morang-6,Federal Democratic National Front,109,56,55.914950440575886
286,Morang,Morang-6,"Janata Pragatisheel Party, Nepal",59,38,66.36314779701499
287,Morang,Morang-6,Mongol National Organization,42,51,64.20545915692871
288,Morang,Morang-6,Nepal Workers and Peasants Party,39,33,58.280784983724296
289,Morang,Morang-6,Independent,36,27,59.70561126156164
290,Morang,Morang-6,Bahujan Shakti Party,28,56,61.0979247733185
291,Morang,Morang-1,"Janata Samajwadi Party, Nepal",17059,65,56.1077733997371
292,Morang,Morang-1,Rastriya Swatantra Party,16606,48,63.375373191043465
293,Morang,Morang-1,Nepal Communist Party (Maoist Center) (Unified Symbol),13087,40,61.11271114751696
294,Morang,Morang-1,Rastriya Prajatantra Party,7884,61,67.18623469311979
295,Morang,Morang-1,Independent,7812,58,57.95063834423992
296,Morang,Morang-1,Independent,3818,53,65.09070754619093
297,Morang,Morang-1,Independent,1864,34,57.59654432454977
298,Morang,Morang-1,Independent,1760,52,66.9244421884774
299,Morang,Morang-1,Federal Democratic National Front,715,66,55.914950440575886
300,Morang,Morang-1,Independent,367,41,66.36314779701499
301,Morang,Morang-1,Janasamajwadi Party Nepal,349,45,64.20545915692871
302,Morang,Morang-1,Janamat Party,305,58,58.280784983724296
303,Morang,Morang-1,Kirat Khambuwan Sajha Party,278,56,59.70561126156164
304,Morang,Morang-1,Independent,275,64,61.0979247733185
305,Morang,Morang-1,Mongol National Organization,230,39,56.1077733997371
306,Morang,Morang-1,Independent,177,44,63.375373191043465
307,Morang,Morang-1,Independent,164,56,61.11271114751696
308,Morang,Morang-1,Independent,138,62,67.18623469311979
309,Morang,Morang-1,Independent,76,40,57.95063834423992
310,Morang,Morang-1,Independent,57,60,65.09070754619093
311,Morang,Morang-2,Nepal Communist Party (UML),32024,63,57.59654432454977
312,Morang,Morang-2,Nepali Congress,26068,67,66.9244421884774
313,Morang,Morang-2,Rastriya Swatantra Party,19391,36,55.914950440575886
314,Morang,Morang-2,Rastriya Prajatantra Party,4269,50,66.36314779701499
315,Sunsari,Sunsari-2,Janamat Party,1192,40,64.20545915692871
316,Sunsari,Sunsari-2,Nagarik Unmukti Party,1162,51,58.280784983724296
317,Sunsari,Sunsari-2,Nepal Democratic Party,1023,47,59.70561126156164
318,Sunsari,Sunsari-2,Hamro Nepali Party,691,45,61.0979247733185
319,Sunsari,Sunsari-2,Federal Democratic National Front,460,64,56.1077733997371
320,Sunsari,Sunsari-2,Mongol National Organization,384,71,63.375373191043465
321,Sunsari,Sunsari-2,Independent,375,69,61.11271114751696
322,Sunsari,Sunsari-2,"Democratic Socialist Party, Nepal",308,39,67.18623469311979
323,Sunsari,Sunsari-2,Independent,251,36,57.95063834423992
324,Sunsari,Sunsari-2,Independent,177,27,65.09070754619093
325,Sunsari,Sunsari-2,Maulik Jarokilo Party,141,52,57.59654432454977
326,Sunsari,Sunsari-2,Janasamajwadi Party Nepal,108,53,66.9244421884774
327,Sunsari,Sunsari-2,Nepal Communist Party Marxist (Pushpalal),107,46,55.914950440575886
328,Sunsari,Sunsari-2,Rastriya Prajatantra Party Nepal,97,55,66.36314779701499
329,Sunsari,Sunsari-2,Independent,73,56,64.20545915692871
330,Sunsari,Sunsari-2,Independent,69,60,58.280784983724296
331,Sunsari,Sunsari-2,Bibeksheel Sajha Party,56,30,59.70561126156164
332,Sunsari,Sunsari-2,Independent,36,29,61.0979247733185
333,Sunsari,Sunsari-2,Independent,28,37,56.1077733997371
334,Sunsari,Sunsari-2,Independent,23,41,63.375373191043465
335,Sunsari,Sunsari-2,Independent,15,28,61.11271114751696
336,Sunsari,Sunsari-2,Independent,13,40,67.18623469311979
337,Sunsari,Sunsari-2,Independent,11,35,57.95063834423992
338,Sunsari,Sunsari-3,Nepal Communist Party (UML),40788,51,65.09070754619093
339,Sunsari,Sunsari-3,Nepali Congress,35600,68,57.59654432454977
340,Sunsari,Sunsari-3,Rastriya Swatantra Party,6453,50,66.9244421884774
341,Sunsari,Sunsari-3,Rastriya Prajatantra Party,1903,49,55.914950440575886
342,Sunsari,Sunsari-3,Hamro Nepali Party,944,43,66.36314779701499
343,Sunsari,Sunsari-3,Independent,336,50,64.20545915692871
344,Sunsari,Sunsari-3,Federal Democratic National Front,214,45,58.280784983724296
345,Sunsari,Sunsari-3,"Democratic Socialist Party, Nepal",210,52,59.70561126156164
346,Sunsari,Sunsari-3,Independent,119,71,61.0979247733185
347,Sunsari,Sunsari-3,Independent,110,34,56.1077733997371
348,Sunsari,Sunsari-3,Nepali Congress (BP),90,37,63.375373191043465
349,Sunsari,Sunsari-3,Independent,65,39,61.11271114751696
350,Sunsari,Sunsari-3,Independent,65,44,67.18623469311979
351,Sunsari,Sunsari-3,Pichhda Varg Nishad Dalit Janjati Party,54,25,59.09029241398476
352,Sunsari,Sunsari-3,Rastriya Janamukti Party,40,41,62.68995554658066
353,Sunsari,Sunsari-3,Maulik Jarokilo Party,38,56,61.864062319822864
354,Sunsari,Sunsari-3,Independent,31,47,58.18650642056348
355,Sunsari,Sunsari-3,Independent,14,63,55.340661164875925
356,Sunsari,Sunsari-3,Independent,13,35,60.1016970980528
357,Sunsari,Sunsari-3,Independent,11,50,61.10408566595893
358,Sunsari,Sunsari-3,Independent,9,54,55.15647370110112
359,Sunsari,Sunsari-3,Independent,7,43,64.89549279649438
360,Sunsari,Sunsari-4,Nepali Congress,30483,65,60.96337990221171
361,Sunsari,Sunsari-4,Nepal Communist Party (UML),30371,62,58.91556204639586
362,Sunsari,Sunsari-4,Rastriya Prajatantra Party,3232,35,54.4843743222347
363,Sunsari,Sunsari-4,Rastriya Swatantra Party,3181,43,64.71912622035859
364,Sunsari,Sunsari-4,Independent,2457,66,61.94598151477844
365,Sunsari,Sunsari-4,Janamat Party,2153,49,62.05445221055335
366,Sunsari,Sunsari-4,"Democratic Socialist Party, Nepal",1373,65,61.42462990256364
367,Sunsari,Sunsari-4,"Janata Pragatisheel Party, Nepal",409,46,58.79947673854882
368,Sunsari,Sunsari-4,Independent,147,44,58.96691074216836
369,Sunsari,Sunsari-4,Rastriya Prajatantra Party Nepal,102,52,59.31769339029591
370,Sunsari,Sunsari-4,Federal Democratic National Front,87,51,59.09029241398476
